x,y,z
115.56192779541016,-6.7547502517700195,0.10973668098449707
114.56204223632812,-6.769685745239258,0.11244890838861465
113.5621566772461,-6.7846221923828125,0.11515141278505325
112.56226348876953,-6.799557685852051,0.1177058219909668
111.5623779296875,-6.814493656158447,0.12006716430187225
110.56249237060547,-6.829429626464844,0.12223542481660843
109.5625991821289,-6.84436559677124,0.12421061843633652
108.56271362304688,-6.859301567077637,0.12599273025989532
107.56282806396484,-6.874237060546875,0.12758177518844604
106.56293487548828,-6.88917350769043,0.12897774577140808
105.56304168701172,-6.904109001159668,0.13018064200878143
104.56315612792969,-6.919045448303223,0.1311904639005661
103.56327056884766,-6.933980941772461,0.13200721144676208
102.5633773803711,-6.948916912078857,0.13263088464736938
101.56349182128906,-6.963852882385254,0.133061483502388
100.56360626220703,-6.97878885269165,0.13329900801181793
99.56371307373047,-6.993724822998047,0.13334345817565918
98.56382751464844,-7.008660316467285,0.13319483399391174
97.5639419555664,-7.02359676361084,0.13285313546657562
96.56404876708984,-7.038532257080078,0.13231836259365082
95.56416320800781,-7.053468704223633,0.13159051537513733
94.56427764892578,-7.068404197692871,0.13066959381103516
93.68437194824219,-7.081547737121582,0.1296994686126709
92.68448638916016,-7.0964837074279785,0.12851211428642273
91.6845932006836,-7.111419677734375,0.12732474505901337
90.68470764160156,-7.1263556480407715,0.1261373907327652
89.7119369506836,-7.142204284667969,0.12495002895593643
88.85145568847656,-7.202207565307617,0.12376266717910767
87.9983139038086,-7.329423904418945,0.1225753054022789
87.15776824951172,-7.523072719573975,0.12138794362545013
86.33496856689453,-7.781962871551514,0.11531137675046921
85.53498077392578,-8.104504585266113,0.09606487303972244
84.76270294189453,-8.488717079162598,0.07146083563566208
84.02290344238281,-8.93223762512207,0.046856801956892014
83.33287048339844,-9.423440933227539,0.0222527626901865
82.75236511230469,-9.94254207611084,-0.002351274248212576
82.24178314208984,-10.530547142028809,-0.01970740593969822
81.8092269897461,-11.178112030029297,0.008148198947310448
81.46156311035156,-11.87494945526123,0.0710708498954773
81.20433044433594,-12.609986305236816,0.1351621299982071
81.0416030883789,-13.371543884277344,0.19925342500209808
80.97598266601562,-14.147521018981934,0.2633447051048279
80.99789428710938,-15.048016548156738,0.32743600010871887
81.03324127197266,-16.048118591308594,0.3919019401073456
81.06856536865234,-17.047496795654297,0.46082839369773865
81.09306335449219,-17.740619659423828,0.5119101405143738
81.12837982177734,-18.7399959564209,0.590287446975708
81.16370391845703,-19.7393741607666,0.6742451786994934
81.19902038574219,-20.73874855041504,0.7637834548950195
81.23434448242188,-21.738122940063477,0.8589022159576416
81.26966094970703,-22.73750114440918,0.9596014022827148
81.30498504638672,-23.736875534057617,1.0658811330795288
81.34030151367188,-24.73625373840332,1.177741289138794
81.37562561035156,-25.735628128051758,1.2951818704605103
81.41094207763672,-26.73500633239746,1.4182029962539673
81.4462661743164,-27.7343807220459,1.5468045473098755
81.48158264160156,-28.733755111694336,1.6809866428375244
81.51690673828125,-29.73313331604004,1.8207491636276245
81.5522232055664,-30.732507705688477,1.9660922288894653
81.5875473022461,-31.73188591003418,2.1170156002044678
81.62286376953125,-32.73126220703125,2.27351975440979
81.65818786621094,-33.73064041137695,2.4356040954589844
81.6935043334961,-34.73001480102539,2.6024701595306396
81.72882843017578,-35.72938919067383,2.7699391841888428
81.76414489746094,-36.72876739501953,2.937408447265625
81.79946899414062,-37.728145599365234,3.104877471923828
81.83478546142578,-38.72751998901367,3.2723467350006104
81.87010955810547,-39.72689437866211,3.4398157596588135
81.90542602539062,-40.72626876831055,3.6072850227355957
81.94075012207031,-41.72564697265625,3.774754047393799
81.97606658935547,-42.72502517700195,3.942223072052002
82.01139068603516,-43.72439956665039,4.109692096710205
82.04670715332031,-44.72377395629883,4.277161598205566
82.08203125,-45.72315216064453,4.4446306228637695
82.11734771728516,-46.722530364990234,4.612099647521973
82.15267181396484,-47.72190475463867,4.779568672180176
82.18798828125,-48.72127914428711,4.947037696838379
82.22331237792969,-49.72065353393555,5.11450719833374
82.25862884521484,-50.72003173828125,5.281976222991943
82.29395294189453,-51.71940994262695,5.4494452476501465
82.32926940917969,-52.71878433227539,5.61691427230835
82.36459350585938,-53.71815872192383,5.784383296966553
82.39990997314453,-54.71753692626953,5.951852798461914
82.43523406982422,-55.71691131591797,6.119321823120117
82.47055053710938,-56.71628952026367,6.28679084777832
82.50587463378906,-57.71566390991211,6.454259872436523
82.54119110107422,-58.71503829956055,6.621728897094727
82.5765151977539,-59.71441650390625,6.789198398590088
82.61183166503906,-60.71379089355469,6.956667423248291
